2020-02-11/21:44:00		Error while creating table: no such column: F 
2020-02-12/19:08:09		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2020-02-12/19:08:09		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2020-02-12/19:08:09		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2020-02-12/19:08:09		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2020-02-12/19:08:09		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2020-02-12/19:08:09		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2020-02-12/19:08:09		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2020-02-12/19:08:09		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2020-02-12/19:08:09		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2020-02-12/19:08:09		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2020-02-12/19:08:10		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2020-02-12/19:08:10		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2020-02-12/19:08:10		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2020-02-12/19:08:10		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2020-02-12/19:08:10		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2020-02-12/19:08:10		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2020-02-12/19:08:10		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2020-02-12/19:08:10		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2020-02-12/19:08:10		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2020-02-12/19:08:10		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2020-02-12/19:08:10		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2020-02-12/19:08:10		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2020-02-12/19:08:10		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2020-02-12/19:08:11		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2020-02-12/19:08:11		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2020-02-12/19:08:11		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2020-02-12/19:08:11		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2020-02-12/19:08:11		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2020-02-12/19:08:11		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2020-02-12/19:08:11		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2020-02-12/19:08:11		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2020-02-12/19:08:11		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2020-02-12/19:08:11		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2020-02-12/19:08:11		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2020-02-12/19:08:11		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2020-02-12/19:08:12		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2020-02-12/19:08:12		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2020-02-12/19:08:12		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:12		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:12		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:12		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:12		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:12		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:12		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:12		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:12		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:12		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:12		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:12		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:12		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:13		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:13		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:13		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:13		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:13		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:13		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:13		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:13		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:13		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:13		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:13		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:13		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:14		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:14		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:14		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:14		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:14		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:14		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:14		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:14		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:14		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:14		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:14		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:14		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:15		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:15		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:15		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:15		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:15		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:15		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:15		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:15		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:15		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:15		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:15		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:15		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:15		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:16		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:16		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:16		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:16		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:16		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:16		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:16		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:16		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:16		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:16		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:16		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:16		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:16		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:17		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:17		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:17		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:17		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:17		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:17		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:17		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:17		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:17		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:17		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:17		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:17		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:17		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:18		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:18		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:18		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:18		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:18		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:18		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:18		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:18		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:18		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:18		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:18		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:18		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:18		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:19		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:19		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:19		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:19		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:19		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:19		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:19		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:19		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:19		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:19		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:19		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:19		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:19		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:20		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:20		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:20		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:20		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:20		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:20		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:20		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:20		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:20		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:20		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:20		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:20		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:20		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:21		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:21		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:21		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:21		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:21		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:21		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:21		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:21		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:21		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:21		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:21		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:21		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:22		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:22		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:22		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:22		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:22		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:22		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:22		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:22		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:22		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:22		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:22		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:22		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:22		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:23		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:23		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:23		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:23		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:23		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:23		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:23		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:23		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:23		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:23		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:23		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:23		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:23		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:23		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:24		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:24		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:24		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:24		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:24		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:24		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:24		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:24		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:24		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:24		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:24		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:24		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:24		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:25		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:25		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:25		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:25		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:25		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:25		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:25		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:25		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:25		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:25		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:25		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:25		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:25		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:25		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:25		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:26		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:26		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:26		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:26		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:26		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:26		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:26		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:26		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:26		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:26		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:26		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:26		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:27		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:27		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:27		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:27		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:27		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:27		 hypothyroid_0211198_0102062112007.csv: File loaded successfully!!
2020-02-12/19:08:27		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:27		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:27		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:27		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:27		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:27		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:27		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:28		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:28		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:28		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:28		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:28		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:28		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:28		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:28		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:28		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:28		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:28		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:28		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:28		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:29		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:29		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:29		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:29		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:29		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:29		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:29		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:29		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:29		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:29		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:29		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:29		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:29		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:30		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:30		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:30		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:30		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:30		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:30		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:30		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:30		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:30		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:30		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:30		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:30		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:30		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:31		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:31		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:31		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:31		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:31		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:31		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:31		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:31		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:31		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:31		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:31		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:31		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:31		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:31		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:32		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:32		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:32		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:32		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:32		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:32		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:32		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:32		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:32		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:32		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:32		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:32		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:32		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:32		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:32		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:33		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:33		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:33		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:33		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:33		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
